Alumni Employment,Broad Impact,Citations,Country,Influence,institution,National Rank,Patents,Publications,Quality Of Education,Quality Of Faculty,Score,world_rank,Latitude (generated),Longitude (generated)
399,671,428,China,984,Fuzhou University,41,463,727,367,218,44.35,706,35.1753,99.3877
203,204,368,China,252,Fudan University,5,123,112,367,218,47.56,195,35.1753,99.3877
567,880,645,China,716,Fourth Military Medical University,62,692,609,367,218,44.13,899,35.1753,99.3877
567,471,645,China,828,East China University of Science and Technology,25,184,423,367,218,44.86,477,35.1753,99.3877
272,622,812,China,645,East China Normal University,32,576,436,367,218,44.54,586,35.1753,99.3877
567,622,234,China,962,Donghua University,37,726,805,367,218,44.41,659,35.1753,99.3877
104,409,511,China,667,Dalian University of Technology,9,131,313,367,218,45.92,305,35.1753,99.3877
283,837,645,China,892,Chongqing University,43,809,630,367,218,44.27,774,35.1753,99.3877
558,867,428,China,639,China University of Geosciences (Wuhan),63,752,928,367,218,44.13,904,35.1753,99.3877
567,981,812,China,991,China Pharmaceutical University,83,547,861,367,218,44.02,1000,35.1753,99.3877
567,958,645,China,749,China Medical University (PRC),78,871,804,367,218,44.04,982,35.1753,99.3877
534,590,645,China,362,China Agricultural University,34,572,407,367,218,44.47,627,35.1753,99.3877
131,558,511,China,783,Central South University,22,444,366,367,218,45.02,438,35.1753,99.3877
567,480,511,China,855,Central China Normal University,31,778,631,367,218,44.58,572,35.1753,99.3877
567,741,511,China,754,Capital Medical University,46,871,525,367,218,44.26,788,35.1753,99.3877
567,969,812,China,950,Beijing University of Technology,77,512,780,367,218,44.05,977,35.1753,99.3877
536,715,812,China,984,Beijing University of Chemical Technology,36,214,558,367,218,44.44,642,35.1753,99.3877
567,480,428,China,492,Beijing Normal University,15,755,363,57,218,45.17,396,35.1753,99.3877
567,699,511,China,969,Beijing Institute of Technology,42,569,528,367,218,44.3,749,35.1753,99.3877
383,770,645,China,865,Beihang University,40,307,460,367,218,44.35,705,35.1753,99.3877
567,754,812,Chile,451,University of Concepción,3,505,712,367,218,44.23,805,-23.176,-69.201
173,424,645,Chile,351,University of Chile,2,489,418,242,218,45.08,425,-23.176,-69.201
139,388,645,Chile,310,Pontifical Catholic University of Chile,1,396,446,343,218,45.31,376,-23.176,-69.201
567,946,368,Chile,923,Federico Santa María Technical University,4,645,955,367,218,44.07,960,-23.176,-69.201
106,388,264,Canada,408,York University,15,871,382,367,218,45.56,337,59.2067,-111.1937
298,969,812,Canada,921,Wilfrid Laurier University,30,871,952,367,218,44.13,907,59.2067,-111.1937
41,190,234,Canada,208,Western University (The University of Western Ontario),5,261,149,367,218,49.31,133,59.2067,-111.1937
133,754,812,Canada,912,University of Windsor,22,658,764,367,218,44.68,538,59.2067,-111.1937
124,292,234,Canada,333,University of Waterloo,12,626,190,367,218,46.34,269,59.2067,-111.1937
567,300,234,Canada,328,University of Victoria,16,853,321,367,218,45.48,352,59.2067,-111.1937
51,8,9,Canada,17,University of Toronto,1,145,2,70,32,60.04,32,59.2067,-111.1937
567,413,321,Canada,421,University of Sherbrooke,21,853,454,367,218,44.77,502,59.2067,-111.1937
278,457,287,Canada,442,University of Saskatchewan,20,427,335,336,218,44.92,455,59.2067,-111.1937
567,781,645,Canada,737,University of Regina,27,573,851,367,218,44.19,836,59.2067,-111.1937
422,622,428,Canada,534,University of Québec at Montreal,25,871,537,367,218,44.41,663,59.2067,-111.1937
163,134,212,Canada,194,University of Ottawa,9,496,171,223,218,47.6,193,59.2067,-111.1937
354,886,812,Canada,802,University of New Brunswick,29,591,777,367,218,44.16,870,59.2067,-111.1937
376,90,101,Canada,111,University of Montreal,7,540,101,320,218,48.72,151,59.2067,-111.1937
93,256,212,Canada,308,University of Manitoba,10,175,261,157,155,47.04,222,59.2067,-111.1937
567,867,511,Canada,718,University of Lethbridge,32,853,957,367,218,44.12,917,59.2067,-111.1937
483,344,146,Canada,277,University of Guelph,18,445,325,367,218,45.36,368,59.2067,-111.1937
123,127,101,Canada,180,University of Calgary,8,778,145,367,218,48.23,167,59.2067,-111.1937
275,34,37,Canada,36,University of British Columbia,3,81,26,81,93,53.92,62,59.2067,-111.1937
151,103,82,Canada,109,University of Alberta,4,116,62,169,153,50.25,107,59.2067,-111.1937
509,867,511,Canada,777,Trent University,31,782,923,367,218,44.12,910,59.2067,-111.1937
567,324,368,Canada,303,Simon Fraser University,17,381,284,367,218,45.4,362,59.2067,-111.1937
567,975,511,Canada,969,Ryerson University,33,756,811,367,218,44.03,994,59.2067,-111.1937
155,281,264,Canada,274,Queen's University,13,275,254,322,218,46.18,284,59.2067,-111.1937
567,529,645,Canada,577,Memorial University of Newfoundland,24,653,552,367,218,44.49,611,59.2067,-111.1937
268,87,101,Canada,156,McMaster University,6,222,127,222,163,48.74,150,59.2067,-111.1937
37,34,44,Canada,53,McGill University,2,132,33,34,75,56.49,42,59.2067,-111.1937
273,200,182,Canada,270,Laval University,11,140,207,292,218,46.95,229,59.2067,-111.1937
507,741,511,Canada,921,École Polytechnique de Montréal,26,412,716,367,218,44.27,781,59.2067,-111.1937
137,273,264,Canada,247,Dalhousie University,14,384,280,367,218,46.17,286,59.2067,-111.1937
99,590,645,Canada,745,Concordia University,19,718,545,367,218,45.12,417,59.2067,-111.1937
538,549,264,Canada,739,Carleton University,23,871,479,367,218,44.53,593,59.2067,-111.1937
567,809,511,Canada,727,Brock University,28,638,877,367,218,44.17,861,59.2067,-111.1937
567,796,645,Bulgaria,881,Sofia University,1,871,814,254,218,44.19,845,42.625,24.521
71,164,136,Brazil,186,University of São Paulo,1,710,59,297,218,49.31,132,-11.694,-48.978
567,388,511,Brazil,575,University of Campinas,3,197,295,367,218,45.14,404,-11.694,-48.978
367,921,812,Brazil,688,University of Brasília,11,871,807,367,218,44.12,920,-11.694,-48.978
567,671,511,Brazil,613,"UNESP, São Paulo State University",7,627,356,367,218,44.41,664,-11.694,-48.978
567,770,511,Brazil,910,Rio de Janeiro State University,8,739,760,367,218,44.21,826,-11.694,-48.978
313,958,645,Brazil,892,Fluminense Federal University,9,871,802,367,218,44.12,915,-11.694,-48.978
567,520,368,Brazil,638,Federal University of São Paulo,6,839,504,367,218,44.53,589,-11.694,-48.978
567,906,812,Brazil,948,Federal University of São Carlos,14,774,722,367,218,44.09,941,-11.694,-48.978
396,975,812,Brazil,974,Federal University of Santa Maria,16,871,954,367,218,44.05,974,-11.694,-48.978
567,886,812,Brazil,941,Federal University of Santa Catarina,10,763,606,367,218,44.12,918,-11.694,-48.978
567,529,428,Brazil,578,Federal University of Rio Grande do Sul,5,787,410,367,218,44.55,583,-11.694,-48.978
116,381,645,Brazil,330,Federal University of Rio de Janeiro,2,295,305,125,218,45.72,322,-11.694,-48.978
552,946,812,Brazil,884,Federal University of Pernambuco,13,417,749,367,218,44.09,939,-11.694,-48.978
497,906,812,Brazil,800,Federal University of Paraná,12,772,697,367,218,44.1,934,-11.694,-48.978
425,549,428,Brazil,521,Federal University of Minas Gerais,4,207,417,367,218,44.7,526,-11.694,-48.978
549,975,812,Brazil,823,Federal University of Ceará,18,824,830,367,218,44.03,998,-11.694,-48.978
540,969,645,Brazil,865,Federal University of Bahia,17,774,962,367,218,44.03,992,-11.694,-48.978
567,921,645,Brazil,923,Federal University of ABC,15,871,929,367,218,44.07,961,-11.694,-48.978
567,231,161,Belgium,301,Vrije Universiteit Brussel,5,506,294,110,218,46.21,280,50.6745,4.4588
567,659,645,Belgium,793,University of Mons,10,517,812,367,218,44.31,741,50.6745,4.4588
567,300,234,Belgium,218,University of Liège,7,285,317,143,144,45.73,321,50.6745,4.4588
567,265,234,Belgium,307,University of Antwerp,6,372,265,367,218,45.84,312,50.6745,4.4588
110,170,101,Belgium,214,Université libre de Bruxelles,3,148,236,173,69,48.28,163,50.6745,4.4588
464,699,645,Belgium,700,Université de Namur,8,716,881,164,218,44.32,730,50.6745,4.4588
264,213,115,Belgium,325,Université catholique de Louvain,4,236,283,367,97,46.89,231,50.6745,4.4588
202,46,53,Belgium,92,Katholieke Universiteit Leuven,1,74,35,367,218,52.03,82,50.6745,4.4588
340,699,645,Belgium,904,Hasselt University,9,761,829,367,218,44.32,733,50.6745,4.4588
329,119,68,Belgium,149,Ghent University,2,90,84,123,147,49.73,119,50.6745,4.4588
350,424,321,Austria,377,Vienna University of Technology,5,171,377,363,218,45.08,427,47.65,14.705
185,200,161,Austria,154,University of Vienna,1,671,231,191,101,47.03,223,47.65,14.705
567,809,511,Austria,687,University of Veterinary Medicine Vienna,12,654,872,367,184,44.19,848,47.65,14.705
270,796,812,Austria,738,University of Salzburg,11,871,933,367,218,44.3,753,47.65,14.705
567,659,511,Austria,627,"University of Natural Resources and Life Sciences, Vienna",10,611,778,367,218,44.31,743,47.65,14.705
397,311,287,Austria,222,University of Innsbruck,3,442,430,197,112,45.51,347,47.65,14.705
453,511,812,Austria,547,University of Graz,7,600,571,349,204,44.54,584,47.65,14.705
567,197,212,Austria,228,Medical University of Vienna,2,366,251,367,218,46.39,265,47.65,14.705
567,486,812,Austria,628,Medical University of Graz,6,576,573,367,218,44.58,574,47.65,14.705
378,671,645,Austria,659,Johannes Kepler University of Linz,9,560,742,367,218,44.34,715,47.65,14.705
567,324,812,Austria,413,Innsbruck Medical University,4,678,469,367,218,45.18,395,47.65,14.705
567,622,368,Austria,715,Graz University of Technology,8,404,677,367,218,44.4,669,47.65,14.705
269,424,428,Australia,433,University of Wollongong,10,493,431,367,218,44.88,467,-24.578,133.582
567,850,645,Australia,551,University of Western Sydney,26,647,651,367,218,44.15,882,-24.578,133.582
306,179,368,Australia,181,University of Western Australia,7,399,146,156,145,47.1,216,-24.578,133.582
543,796,511,Australia,668,"University of Technology, Sydney",23,520,580,367,218,44.22,815,-24.578,133.582
567,447,645,Australia,261,University of Tasmania,12,727,429,367,218,44.7,523,-24.578,133.582
198,84,46,Australia,103,University of Sydney,1,75,45,105,166,51.61,88,-24.578,133.582
324,781,812,Australia,746,University of South Australia,21,431,604,367,218,44.3,751,-24.578,133.582
292,99,101,Australia,78,University of Queensland,3,68,65,269,142,50.4,103,-24.578,133.582
567,424,812,Australia,496,University of Newcastle,11,322,408,367,218,44.79,494,-24.578,133.582
70,164,101,Australia,177,University of New South Wales,4,157,90,177,218,49.33,130,-24.578,133.582
251,932,511,Australia,634,University of New England (Australia),22,797,938,367,218,44.22,811,-24.578,133.582
113,71,53,Australia,68,University of Melbourne,2,223,42,141,218,51.34,93,-24.578,133.582
445,318,287,Australia,243,University of Adelaide,8,465,234,219,218,45.58,335,-24.578,133.582
567,606,511,Australia,456,Swinburne University of Technology,20,772,654,367,218,44.38,688,-24.578,133.582
561,837,812,Australia,929,RMIT University,25,585,690,367,218,44.16,873,-24.578,133.582
567,558,511,Australia,750,Queensland University of Technology,18,492,477,367,218,44.48,621,-24.578,133.582
527,770,645,Australia,501,Murdoch University,24,770,827,367,218,44.2,829,-24.578,133.582
145,161,182,Australia,136,Monash University,5,99,86,277,218,48.91,145,-24.578,133.582
304,402,321,Australia,292,Macquarie University,9,530,391,367,218,44.96,449,-24.578,133.582
457,579,812,Australia,455,La Trobe University,19,803,536,367,218,44.44,645,-24.578,133.582
567,457,428,Australia,248,James Cook University,13,665,505,367,218,44.67,541,-24.578,133.582
567,565,368,Australia,500,Griffith University,16,556,436,367,218,44.49,613,-24.578,133.582
567,622,812,Australia,581,Flinders University,17,686,518,122,218,44.48,620,-24.578,133.582
424,529,321,Australia,647,Deakin University,14,636,502,367,218,44.56,579,-24.578,133.582
559,549,511,Australia,384,Curtin University,15,518,425,367,218,44.52,595,-24.578,133.582
567,896,645,Australia,742,Charles Darwin University,27,871,931,367,218,44.09,942,-24.578,133.582
379,188,197,Australia,99,Australian National University,6,415,130,196,52,47.97,179,-24.578,133.582
500,344,321,Argentina,350,University of Buenos Aires,1,871,276,126,180,45.37,367,-33.166,-64.31
513,686,511,Argentina,559,National University of La Plata,2,871,546,367,218,44.31,744,-33.166,-64.31
567,896,645,Argentina,796,National University of Córdoba,3,871,717,367,218,44.1,933,-33.166,-64.31
